mode,rho,n,S_dir,lynn_metric,phi_direct,input_added
chi2,0.5,37,0.8734768629074097,0.00911382062311684,0.00925300733373595,173
chi2,0.5,38,0.8734613656997681,0.009131400904316142,0.009270856101842454,169
chi2,0.5,39,0.8734453916549683,0.009149522117244653,0.009289254062813774,263
chi2,0.5,40,0.873430073261261,0.009166899549045503,0.009306896883595971,52
chi2,0.5,41,0.8734142184257507,0.009184885529041712,0.009325157546351086,225
chi2,0.5,42,0.8733991384506226,0.009201992494977955,0.009342525770700877,201
chi2,0.5,43,0.873384952545166,0.009218085213921933,0.009358864258429139,35
chi2,0.5,44,0.8733707666397095,0.00923417793286591,0.009375202746157399,295
chi2,0.5,45,0.8733572959899902,0.009249459254216073,0.009390717444588437,1
chi2,0.5,46,0.8733434081077576,0.009265213890829294,0.009406712686776189,283
chi2,0.5,47,0.8733302354812622,0.0092801571298487,0.009421884139666718,175
chi2,0.5,48,0.8733170032501221,0.009295167985334259,0.009437124241665347,256
chi2,0.5,49,0.873303234577179,0.009310787389015177,0.009452982185636895,3
chi2,0.5,50,0.8732910752296448,0.009324581148110016,0.00946698660368969,138
chi2,0.5,320,0.8726323246955872,0.01007187833201267,0.010225696546432312,-1
